FromId:START_ID¿ ToId:END_ID¿ RelationLabel:TYPE¿ RelationType¿ Arguments
208¿ 209¿ "AST_parentOf"¿ "callee"¿ {"kwarg":"$"}
208¿ 210¿ "AST_parentOf"¿ "arguments"¿ {"arg":0}
213¿ 214¿ "AST_parentOf"¿ "id"¿ {"kwarg":"historyBack"}
213¿ 215¿ "AST_parentOf"¿ "body"¿ {}
215¿ 216¿ "AST_parentOf"¿ "body"¿ {"arg":0}
216¿ 217¿ "AST_parentOf"¿ "expression"¿ {}
217¿ 218¿ "AST_parentOf"¿ "callee"¿ {}
218¿ 219¿ "AST_parentOf"¿ "object"¿ {}
218¿ 222¿ "AST_parentOf"¿ "property"¿ {"kwarg":"back"}
219¿ 220¿ "AST_parentOf"¿ "object"¿ {"kwarg":"window"}
219¿ 221¿ "AST_parentOf"¿ "property"¿ {"kwarg":"history"}
223¿ 224¿ "AST_parentOf"¿ "id"¿ {"kwarg":"isIE"}
223¿ 225¿ "AST_parentOf"¿ "body"¿ {}
225¿ 226¿ "AST_parentOf"¿ "body"¿ {"arg":0}
225¿ 234¿ "AST_parentOf"¿ "body"¿ {"arg":1}
226¿ 227¿ "AST_parentOf"¿ "declarations"¿ {"arg":0}
227¿ 228¿ "AST_parentOf"¿ "id"¿ {"kwarg":"ua"}
227¿ 229¿ "AST_parentOf"¿ "init"¿ {}
229¿ 230¿ "AST_parentOf"¿ "object"¿ {}
229¿ 233¿ "AST_parentOf"¿ "property"¿ {"kwarg":"userAgent"}
230¿ 231¿ "AST_parentOf"¿ "object"¿ {"kwarg":"window"}
230¿ 232¿ "AST_parentOf"¿ "property"¿ {"kwarg":"navigator"}
234¿ 235¿ "AST_parentOf"¿ "argument"¿ {}
235¿ 236¿ "AST_parentOf"¿ "left"¿ {}
235¿ 243¿ "AST_parentOf"¿ "right"¿ {}
236¿ 237¿ "AST_parentOf"¿ "left"¿ {}
236¿ 242¿ "AST_parentOf"¿ "right"¿ {"kwarg":0}
237¿ 238¿ "AST_parentOf"¿ "callee"¿ {}
237¿ 241¿ "AST_parentOf"¿ "arguments"¿ {"arg":0}
238¿ 239¿ "AST_parentOf"¿ "object"¿ {"kwarg":"ua"}
238¿ 240¿ "AST_parentOf"¿ "property"¿ {"kwarg":"indexOf"}
243¿ 244¿ "AST_parentOf"¿ "left"¿ {}
243¿ 249¿ "AST_parentOf"¿ "right"¿ {"kwarg":0}
244¿ 245¿ "AST_parentOf"¿ "callee"¿ {}
244¿ 248¿ "AST_parentOf"¿ "arguments"¿ {"arg":0}
245¿ 246¿ "AST_parentOf"¿ "object"¿ {"kwarg":"ua"}
245¿ 247¿ "AST_parentOf"¿ "property"¿ {"kwarg":"indexOf"}
250¿ 251¿ "AST_parentOf"¿ "id"¿ {"kwarg":"setFocusOnIframe"}
250¿ 252¿ "AST_parentOf"¿ "body"¿ {}
252¿ 253¿ "AST_parentOf"¿ "body"¿ {"arg":0}
253¿ 254¿ "AST_parentOf"¿ "test"¿ {}
253¿ 256¿ "AST_parentOf"¿ "consequent"¿ {}
254¿ 255¿ "AST_parentOf"¿ "callee"¿ {"kwarg":"isIE"}
256¿ 257¿ "AST_parentOf"¿ "body"¿ {"arg":0}
256¿ 267¿ "AST_parentOf"¿ "body"¿ {"arg":1}
257¿ 258¿ "AST_parentOf"¿ "declarations"¿ {"arg":0}
258¿ 259¿ "AST_parentOf"¿ "id"¿ {"kwarg":"bonitaIframe"}
258¿ 260¿ "AST_parentOf"¿ "init"¿ {}
260¿ 261¿ "AST_parentOf"¿ "callee"¿ {}
260¿ 266¿ "AST_parentOf"¿ "arguments"¿ {"arg":0}
261¿ 262¿ "AST_parentOf"¿ "object"¿ {}
261¿ 265¿ "AST_parentOf"¿ "property"¿ {"kwarg":"getElementById"}
262¿ 263¿ "AST_parentOf"¿ "object"¿ {"kwarg":"window"}
